state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),Paid Family Leave,Paid Sick Leave,Any Paid Time Off,MedianIncome2017,Election Results Coding,Number code,2016 result,avg_commute_time,avg_commute_time_public_transport,COMMUTING TO WORK-Workers 16 years and over,"COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- drove alone","Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- drove alone","Estimate-COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- carpooled","Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Car, truck, or van -- carpooled",Estimate-COMMUTING TO WORK-Workers 16 years and over-Public transportation (excluding taxicab),Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Public transportation (excluding taxicab),Estimate-COMMUTING TO WORK-Workers 16 years and over-Walked,Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Walked,Estimate-COMMUTING TO WORK-Workers 16 years and over-Other means,Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Other means,Estimate-COMMUTING TO WORK-Workers 16 years and over-Worked at home,Percent Estimate-COMMUTING TO WORK-Workers 16 years and over-Worked at home,Estimate-COMMUTING TO WORK-Workers 16 years and over-Mean travel time to work (minutes),Labour Overall Index Score,Labour Overall Index Ranking,Wage Dimension Score,Worker Protection Dimension Score,Right to Organize Dimension Score,Wage Dimension Score 2019,Wage Dimension ranking 2019,MIT Living Wage 2019,Minimum Wage 2019,Wage Ratio (Living wage/Minimum wage),Local Control of Min. Wage 2019 (1=Yes),Worker Protection Dimension 2020 Score,Worker Protection Dimension 2020 Ranking,"Family Leave Indicator (Job-protected leave for non-FMLA Workers < 1 year on job_0.5=Yes, 0.25=Yes for Pregnant Workers only)",Family Leave Indicator ( Job-protected leave longer than Federal FMLA),Paid Family Leave (Yes=1),Paid Sick Leave Indicator Law in Place (1=Yes),Flexible Scheduling (yes=1),Reporting Pay (yes=1),Split Shift Pay 2019 (yes=1),Advanced Shift Notice 2019 (yes=1),Annual State GDP for 2019,U.S. State Population 2019 Estimate,U.S. State Land Area (Square Miles),State Population Per Square Mile,Unemployment Rate Jan 2020,Unemployment Rate Feb 2020,Unemployment Rate Mar 2020,Unemployment Rate Apr 2020,Unemployment Rate May 2020,Unemployment Rate Jun 2020,Unemployment Rate Jul 2020,Unemployment Rate Aug 2020,Unemployment Rate Sept 2020,Unemployment Rate Oct 2020,Unemployment Rate Nov 2020,Unemployment Rate Dec 2020,White,Black,Hispanic,Asian,American Indian/Alaska Native,Native Hawaiian/Other Pacific Islander,Multiple Races,Senior Population,Young Population,Male Population,Median household income,Poverty rate
OR,2020-02-26,0,0,0,0,-21,-11,nan,-26,11.0,6.0,51.0,6.0,2.0,-1.0,Trade Transportation and Utilities,359.3,Yes,Yes,Yes,60212.0,AllD,5.0,D,24.4,46.1,1895393.0,1356677.0,71.6,188867.0,10.0,85300.0,4.5,71623.0,3.8,63163.0,3.3,129763.0,6.8,23.7,82.02931755,6.0,62.75461933,83.33333333,100.0,62.75461933,10.0,27.34,11.25,0.411485004,0.0,83.33333333,3.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,251605000000.0,4217737,95988.01,43.94024837,3.3,3.3,3.5,14.9,14.3,11.6,10.4,8.5,7.9,6.8,6.0,6.4,0.75,0.018,0.134,0.047,0.009,0.003,0.04,18.2,16.9,49.5,67058.0,11.4
PA,2020-02-26,0,0,0,0,-21,-9,-26,-35,7.0,4.0,8.0,5.0,2.0,-1.0,Education and Health Services,1307,No,No,No,59195.0,MostD,4.0,R,26.4,45.1,6032013.0,4593109.0,76.1,511844.0,8.5,337633.0,5.6,223371.0,3.7,85632.0,1.4,280424.0,4.6,26.9,46.08646707,24.0,16.037179,22.22222222,100.0,16.037179,36.0,24.24,7.25,0.299092409,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813514000000.0,12801989,44742.7,286.1246416,4.7,4.7,5.8,16.1,13.4,13.2,12.5,10.4,8.3,7.4,6.8,6.7,0.76,0.104,0.078,0.035,0.001,0.001,0.023,18.7,17.0,49.0,63463.0,12.0
RI,2020-02-26,0,0,0,0,-21,-12,nan,-31,8.0,-1.0,7.0,4.0,2.0,-1.0,Education and Health Services,110.7,Yes,Yes,Yes,19343.0,AllD,5.0,D,23.9,44.9,515872.0,413105.0,80.1,44694.0,8.7,12915.0,2.5,18556.0,3.6,6172.0,1.2,20430.0,4.0,24.8,79.77563872,7.0,62.93802726,76.38888889,100.0,62.93802726,9.0,25.49,10.5,0.411926246,0.0,76.38888889,7.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,63541100000.0,1059361,1033.81,1024.715373,3.4,3.4,4.7,18.1,16.4,12.6,11.3,12.9,10.5,7.1,7.3,8.1,0.705,0.059,0.166,0.033,0.002,,0.033,17.7,15.7,48.8,71169.0,10.8
SC,2020-02-26,0,0,0,0,-21,-16,nan,-41,10.0,2.0,-7.0,8.0,2.0,-1.0,Trade Transportation and Utilities,410.6,No,No,No,63870.0,AllR,1.0,R,24.4,34.4,2215014.0,1825021.0,82.4,208135.0,9.4,11816.0,0.5,46140.0,2.1,32002.0,1.4,91900.0,4.1,24.6,14.3839409,46.0,12.59626715,30.55555556,0.0,12.59626715,44.0,24.93,7.25,0.29081428,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246309000000.0,5148714,30060.7,171.277249,2.4,2.5,3.2,12.8,12.4,8.7,8.7,6.4,5.2,4.2,4.4,4.6,0.637,0.262,0.057,0.017,0.003,,0.022,18.2,17.9,48.3,56227.0,13.8
SD,2020-02-26,0,0,0,0,-21,-36,nan,nan,6.0,10.0,3.0,6.0,2.0,-1.0,Trade Transportation and Utilities,86.3,No,No,No,50570.0,AllR,1.0,R,16.6,29.8,436525.0,350530.0,80.3,37944.0,8.7,2448.0,0.6,15269.0,3.5,5278.0,1.2,25056.0,5.7,17.0,35.7814787,31.0,51.78888054,22.22222222,33.33333333,51.78888054,15.0,23.63,9.1,0.385103682,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53305700000.0,884659,75811.0,11.66926963,3.4,3.3,3.1,10.9,9.4,7.2,6.4,4.8,4.1,3.7,3.5,3.0,0.819,0.022,0.037,0.013,0.084,,0.024,17.4,20.5,50.8,59533.0,11.9
TN,2020-02-26,0,0,0,0,-21,-15,-35,-36,10.0,5.0,0.0,5.0,3.0,-1.0,Trade Transportation and Utilities,653.1,No,No,No,56521.0,AllR,1.0,R,25.3,40.9,3003226.0,2503496.0,83.4,269408.0,9.0,21786.0,0.7,39970.0,1.3,37914.0,1.3,130652.0,4.4,25.0,21.6379482,43.0,21.16384461,32.63888889,11.11111111,21.16384461,31.0,23.28,7.25,0.311426117,0.0,32.63888889,24.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,380138000000.0,6829174,41234.9,165.616359,3.3,3.4,3.3,15.5,11.0,9.6,9.7,8.6,6.5,7.3,5.2,6.4,0.736,0.164,0.057,0.018,0.003,,0.022,16.7,18.4,48.7,56071.0,13.9
TX,2020-02-26,10,0,8,0,-21,-16,nan,-36,10.0,6.0,0.0,5.0,4.0,-1.0,Trade Transportation and Utilities,"2,549.20",No,No,No,51340.0,AllR,1.0,R,26.4,49.3,12842820.0,10345804.0,80.6,1305195.0,10.2,184848.0,1.4,196708.0,1.5,206213.0,1.6,604052.0,4.7,26.4,29.99579375,35.0,12.20960348,22.22222222,55.55555556,12.20960348,46.0,25.01,7.25,0.289884046,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886960000000.0,28995881,261231.71,110.996789,3.5,3.5,5.1,13.5,13.0,8.4,8.0,6.8,8.3,6.9,8.1,7.2,0.411,0.117,0.4,0.05,0.003,0.001,0.019,12.9,21.2,49.6,64034.0,13.6
UT,2020-02-26,1,0,1,0,-21,-9,nan,-30,10.0,10.0,26.0,6.0,2.0,-1.0,Trade Transportation and Utilities,295.2,No,No,No,59206.0,AllR,1.0,R,21.6,43.3,1433444.0,1088975.0,76.0,159902.0,11.2,35349.0,2.5,36297.0,2.5,24655.0,1.7,88266.0,6.2,21.7,27.90448629,36.0,11.49123664,38.88888889,33.33333333,11.49123664,47.0,25.16,7.25,0.288155803,0.0,38.88888889,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188501000000.0,3205958,82169.62,39.01634205,2.5,2.5,3.8,10.4,8.6,5.3,4.5,4.1,5.0,4.1,4.3,3.6,0.778,0.01,0.144,0.023,0.01,0.008,0.027,11.4,24.0,50.2,75780.0,8.9
VA,2020-02-26,0,0,0,0,-21,-15,nan,-33,7.0,4.0,7.0,6.0,2.0,-1.0,Professional and Business Services,779.6,No,No,No,57513.0,MostD,4.0,D,27.8,47.1,4152433.0,3205870.0,77.2,382324.0,9.2,184405.0,4.4,99787.0,2.4,72326.0,1.7,207721.0,5.0,28.4,1.851851852,51.0,0.0,5.555555556,0.0,0.0,51.0,27.83,7.25,0.260510241,0.0,5.555555556,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554211000000.0,8535519,39490.09,216.143316,2.7,2.6,3.3,11.2,9.0,8.1,7.9,6.1,6.2,5.2,4.8,4.9,0.613,0.189,0.096,0.067,0.002,0.001,0.033,15.9,18.2,49.2,76456.0,9.9
VT,2020-02-26,0,0,0,0,-21,-16,-28,-27,6.0,1.0,-5.0,7.0,-9.0,2.0,Education and Health Services,65.4,No,Yes,Yes,68358.0,AllD,5.0,D,23.3,31.3,321624.0,244038.0,75.9,27960.0,8.7,3971.0,1.2,17852.0,5.6,5528.0,1.7,22275.0,6.9,22.9,79.22499219,8.0,62.67497656,75.0,100.0,62.67497656,11.0,26.21,10.78,0.411293399,0.0,75.0,8.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34785100000.0,"623,989",9216.66,67.70229129,2.4,2.4,3.1,16.5,12.8,9.5,8.3,4.8,4.3,3.2,3.0,3.1,0.928,0.011,0.018,0.016,0.007,,0.02,20.1,14.8,49.5,63001.0,10.2
WA,2020-02-26,5,0,4,0,-21,-3,-28,-26,9.0,4.0,48.0,7.0,2.0,-1.0,Trade Transportation and Utilities,654.7,Yes,Yes,Yes,71535.0,AllD,5.0,D,27.6,48.6,3485339.0,2506808.0,71.9,346825.0,10.0,225913.0,6.5,125965.0,3.6,72652.0,2.1,207176.0,5.9,27.6,89.35855991,3.0,97.24234639,70.83333333,100.0,97.24234639,3.0,27.63,12.0,0.434310532,1.0,70.83333333,9.0,0.25,0.25,1.0,1.0,0.0,0.0,1.0,0.0,599608000000.0,7614893,66455.52,114.5863128,3.9,3.8,5.1,16.3,15.1,10.0,10.2,8.4,8.3,6.0,5.7,7.1,0.675,0.038,0.13,0.089,0.011,0.006,0.05,15.9,18.3,50.0,78687.0,9.8
WI,2020-02-26,1,0,0,0,-21,-15,-28,-28,4.0,1.0,6.0,1.0,2.0,0.0,Manufacturing,484.2,No,No,No,43469.0,MostD,4.0,R,21.5,34.2,2920388.0,2369044.0,81.1,232054.0,7.9,51391.0,1.8,89410.0,3.1,47005.0,1.6,131484.0,4.5,22.0,24.74652558,39.0,14.51735453,26.38888889,33.33333333,14.51735453,42.0,24.54,7.25,0.295436023,0.0,26.38888889,34.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347306000000.0,5822434,54157.8,107.5086876,3.5,3.5,3.1,13.6,12.1,8.6,7.1,6.3,5.4,6.0,5.3,5.5,0.811,0.062,0.071,0.03,0.007,,0.02,17.5,17.8,49.7,64168.0,10.4
WV,2020-02-26,0,0,0,0,-21,-19,-27,-27,14.0,3.0,7.0,5.0,2.0,-1.0,Government,152.1,No,No,No,70979.0,AlllR,1.0,R,23.9,35.5,727792.0,600897.0,82.6,66722.0,9.2,6627.0,0.9,20940.0,2.9,8393.0,1.2,24213.0,3.3,25.8,44.86536353,25.0,48.48497949,30.55555556,55.55555556,48.48497949,17.0,23.2,8.75,0.377155172,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78189500000.0,1792147,24038.21,74.55409533,5.0,4.9,6.0,15.9,12.9,10.5,10.0,8.9,8.6,6.4,6.3,6.3,0.925,0.032,0.014,0.008,0.002,,0.018,20.5,16.5,49.4,48850.0,16.0
WY,2020-02-26,0,0,0,0,-21,-16,nan,nan,8.0,9.0,2.0,5.0,2.0,-1.0,Trade Transportation and Utilities,532.8,No,No,No,59305.0,AllR,1.0,R,17.3,46.8,287175.0,222984.0,77.6,28692.0,10.0,3774.0,1.3,11285.0,3.9,5589.0,1.9,14851.0,5.2,17.8,31.25456337,34.0,15.98591234,22.22222222,55.55555556,15.98591234,37.0,24.25,7.25,0.298969072,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39646200000.0,578759,97093.14,5.96086397,3.7,3.7,3.8,9.6,8.8,7.6,7.1,6.6,6.1,5.5,5.1,4.8,0.838,0.01,0.101,0.006,0.022,,0.021,17.1,19.4,51.1,65003.0,10.1
AK,2020-02-27,0,0,0,0,-20,-13,-30,-30,10.0,6.0,13.0,9.0,2.0,-1.0,Government,79.3,No,No,No,73181.0,AllR,1.0,R,18.5,51.6,358627.0,246808.0,68.8,43758.0,12.2,4981.0,1.4,27575.0,7.7,18774.0,5.2,16731.0,4.7,18.8,55.51088958,19.0,44.31044652,22.22222222,100.0,44.31044652,19.0,26.94,9.89,0.367112101,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55406100000.0,731545,570640.95,1.281970738,6.0,5.8,5.2,13.5,12.7,12.4,11.6,7.4,7.2,5.9,6.3,5.8,0.6,0.022,0.07,0.06,0.151,0.015,0.083,12.4,21.0,52.0,75463.0,10.1
AL,2020-02-27,0,0,0,0,-20,-15,nan,-37,12.0,6.0,14.0,9.0,2.0,-1.0,Government,393.5,No,No,No,48123.0,AllR,1.0,R,24.3,46.2,2051445.0,1760032.0,85.8,174391.0,8.5,6959.0,0.3,22977.0,1.1,20205.0,1.0,66881.0,3.3,24.7,7.751966773,49.0,17.70034476,5.555555556,0.0,17.70034476,32.0,23.92,7.25,0.303093645,0.0,5.555555556,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230968000000.0,4903185,50645.33,96.81415838,2.7,2.7,3.0,13.8,9.6,7.6,7.9,5.6,6.7,5.7,4.4,3.9,0.654,0.265,0.044,0.014,0.004,,0.019,17.4,18.3,48.3,51734.0,15.5
AR,2020-02-27,0,0,0,0,-20,-13,nan,nan,16.0,7.0,28.0,6.0,3.0,-2.0,Trade Transportation and Utilities,253.2,No,No,No,45869.0,AllR,1.0,R,21.2,34.8,1274750.0,1055112.0,82.8,133980.0,10.5,4631.0,0.4,22089.0,1.7,15481.0,1.2,43457.0,3.4,21.7,35.50651656,32.0,53.74177191,30.55555556,22.22222222,53.74177191,14.0,23.73,9.25,0.389801938,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133181000000.0,3017804,52035.48,57.99512179,3.5,3.5,5.0,10.8,9.6,8.1,7.1,7.4,7.2,6.2,6.3,4.2,0.721,0.152,0.078,0.016,0.006,0.004,0.024,17.4,19.2,48.9,48952.0,16.2
AZ,2020-02-27,1,0,0,0,-20,-13,nan,-33,9.0,4.0,17.0,6.0,2.0,-1.0,Trade Transportation and Utilities,551.3,No,Yes,Yes,56581.0,AllR,1.0,R,25.2,51.3,3008707.0,2306027.0,76.6,326774.0,10.9,57302.0,1.9,57910.0,1.9,77966.0,2.6,182728.0,6.1,25.3,51.70533825,21.0,94.00490363,38.88888889,22.22222222,94.00490363,4.0,25.79,11.0,0.426521908,1.0,38.88888889,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,366190000000.0,7278717,113594.08,64.07655223,4.5,4.5,6.1,13.4,9.0,10.0,10.7,5.9,6.5,7.9,8.0,7.5,0.542,0.043,0.318,0.033,0.039,0.002,0.024,18.0,18.7,49.7,62055.0,13.5
CA,2020-02-27,26,0,18,0,-20,-6,-21,-21,5.0,3.0,14.0,3.0,2.0,-1.0,Trade Transportation and Utilities,"3,062.50",Yes,Yes,Yes,71805.0,AllD,5.0,D,29.4,51.4,17904213.0,13203972.0,73.7,1835455.0,10.3,910567.0,5.1,474721.0,2.7,458688.0,2.6,1020810.0,5.7,29.3,90.32074918,2.0,79.29558088,91.66666667,100.0,79.29558088,6.0,30.68,12.0,0.391134289,1.0,91.66666667,1.0,0.25,0.25,1.0,1.0,0.0,1.0,1.0,1.0,3137470000000.0,39512223,155779.22,253.6424499,3.9,3.9,5.5,16.4,16.4,14.9,13.5,11.2,11.1,9.0,8.1,9.0,0.364,0.053,0.395,0.147,0.004,0.004,0.033,14.8,18.7,49.7,80440.0,11.8
CO,2020-02-27,0,0,0,0,-20,-13,-28,-28,7.0,6.0,14.0,2.0,2.0,-1.0,Trade Transportation and Utilities,481.5,No,No,No,69117.0,MostD,4.0,D,24.9,43.2,2822072.0,2125477.0,75.3,249461.0,8.8,86516.0,3.1,80354.0,2.8,62050.0,2.2,218214.0,7.7,25.5,70.21292061,14.0,82.86098406,44.44444444,83.33333333,82.86098406,5.0,27.77,11.1,0.399711919,1.0,44.44444444,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390284000000.0,5758736,103641.89,55.56378796,2.5,2.5,5.2,12.2,10.2,10.6,7.4,6.7,6.4,6.4,6.4,8.4,0.678,0.038,0.218,0.032,0.005,0.001,0.028,14.7,18.1,50.4,77127.0,9.3
CT,2020-02-27,0,0,0,0,-20,-12,-25,-25,3.0,1.0,4.0,3.0,3.0,0.0,Education and Health Services,345.1,Yes,Yes,Yes,74168.0,AllD,5.0,D,25.0,46.9,1780653.0,1391925.0,78.2,143527.0,8.1,84347.0,4.7,49525.0,2.8,20763.0,1.2,90566.0,5.1,26.3,74.14720974,9.0,43.27496257,79.16666667,100.0,43.27496257,20.0,27.7,10.1,0.364620939,0.0,79.16666667,5.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,285640000000.0,3565287,4842.36,736.2705375,3.7,3.8,3.4,8.3,9.6,10.1,10.2,8.1,7.7,6.1,8.2,8.0,0.657,0.1,0.169,0.046,0.002,,0.026,17.6,16.6,48.9,78833.0,10.0
DC,2020-02-27,0,0,0,0,-20,-13,-27,-34,5.0,-6.0,-5.0,6.0,0.0,0.0,Government,239.7,Yes,Yes,Yes,82372.0,AllD,5.0,D,43.6,51.2,366168.0,125462.0,34.3,19531.0,5.3,127530.0,34.8,48047.0,13.1,23193.0,6.3,22405.0,6.1,30.3,96.75925926,1.0,100.0,90.27777778,100.0,100.0,1.0,31.75,14.0,0.440944882,1.0,90.27777778,2.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,146194000000.0,705749,61.05,11560.18018,5.2,5.1,6.0,11.7,8.8,8.7,8.5,8.6,9.0,8.3,7.5,7.9,0.367,0.45,0.112,0.037,0.003,,0.031,12.4,15.9,47.4,92266.0,13.5
DE,2020-02-27,0,0,0,0,-20,-15,-26,-26,6.0,3.0,-2.0,2.0,2.0,0.0,Trade Transportation and Utilities,82.8,No,No,No,62852.0,AllD,5.0,D,25.9,43.1,444908.0,360365.0,81.0,36601.0,8.2,11739.0,2.6,9518.0,2.1,5052.0,1.1,21633.0,4.9,25.8,61.74495202,16.0,35.23485605,50.0,100.0,35.23485605,25.0,26.79,9.25,0.345278089,0.0,50.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75415500000.0,973764,1948.54,499.7403184,4.0,3.9,5.0,14.9,15.9,12.6,10.5,8.9,8.3,5.6,5.1,5.3,0.614,0.218,0.097,0.039,0.003,,0.028,19.5,17.4,48.3,70176.0,11.3
FL,2020-02-27,0,0,0,0,-20,-11,nan,-36,8.0,6.0,2.0,7.0,2.0,-1.0,Trade Transportation and Utilities,"1,823.00",No,No,No,52594.0,Tie,3.0,R,27.4,48.6,9140393.0,7255390.0,79.4,841097.0,9.2,176146.0,1.9,129987.0,1.4,203254.0,2.2,534519.0,5.8,27.4,27.28284799,37.0,26.29298841,22.22222222,33.33333333,26.29298841,29.0,26.13,8.46,0.323765786,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093350000000.0,21477737,53624.76,400.5190326,2.8,2.8,4.4,13.8,13.7,10.3,11.4,7.3,7.2,6.4,6.3,6.1,0.53,0.15,0.266,0.027,0.002,0.001,0.024,20.9,16.4,48.9,59227.0,12.7
GA,2020-02-27,0,0,0,0,-20,-16,nan,-36,10.0,5.0,6.0,6.0,2.0,-1.0,Trade Transportation and Utilities,954.3,No,No,No,56183.0,AllR,1.0,R,28.5,50.2,4667378.0,3708394.0,79.5,456908.0,9.8,99181.0,2.1,69380.0,1.5,79013.0,1.7,254502.0,5.5,28.4,11.4775306,48.0,9.432591814,13.88888889,11.11111111,9.432591814,50.0,25.6,7.25,0.283203125,0.0,13.88888889,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616333000000.0,10617423,57513.49,184.6075243,3.1,3.1,4.6,12.6,9.4,7.6,7.6,5.7,6.3,4.5,5.7,5.6,0.52,0.313,0.098,0.041,0.002,0.001,0.025,14.3,19.5,48.7,61980.0,13.3
HI,2020-02-27,0,0,0,0,-20,-6,-27,-27,3.0,4.0,3.0,-1.0,0.0,0.0,Leisure and Hospitality,127.6,No,No,No,77765.0,AllD,5.0,D,27.5,50.9,700228.0,468932.0,67.0,97951.0,14.0,45326.0,6.5,31742.0,4.5,22925.0,3.3,33352.0,4.8,27.4,58.49872048,17.0,21.32949478,54.16666667,100.0,21.32949478,30.0,32.39,10.1,0.311824637,0.0,54.16666667,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97281700000.0,1415872,6422.63,220.4505008,2.7,2.7,2.4,23.8,23.5,13.4,13.5,13.0,15.0,14.2,10.4,9.3,0.204,0.012,0.103,0.394,0.001,0.102,0.184,19.0,17.8,50.0,83102.0,9.3
IA,2020-02-27,0,0,0,0,-20,-19,nan,nan,5.0,3.0,13.0,0.0,2.0,0.0,Trade Transportation and Utilities,308.2,No,No,No,58570.0,Tie,3.0,R,19.1,30.5,1583271.0,1285034.0,81.2,131548.0,8.3,17435.0,1.1,51801.0,3.3,22181.0,1.4,75272.0,4.8,19.1,24.45636696,40.0,15.73021198,24.30555556,33.33333333,15.73021198,39.0,24.3,7.25,0.298353909,0.0,24.30555556,35.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194789000000.0,3155070,55857.13,56.48464216,2.8,2.8,3.3,11.0,10.2,8.4,6.8,6.3,4.8,3.7,3.8,3.1,0.853,0.039,0.063,0.023,0.003,0.001,0.019,17.5,19.0,49.8,61691.0,11.2
ID,2020-02-27,0,0,0,0,-20,-15,-27,-27,10.0,8.0,47.0,10.0,3.0,-1.0,Trade Transportation and Utilities,145.7,No,No,No,52225.0,AllD,5.0,R,20.3,56.3,757408.0,595426.0,78.6,75430.0,10.0,5418.0,0.7,19434.0,2.6,15694.0,2.1,46006.0,6.1,20.7,19.99566308,45.0,9.986989242,22.22222222,27.77777778,9.986989242,48.0,25.48,7.25,0.284536892,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80911000000.0,1787065,82643.12,21.62388109,2.8,2.7,2.5,11.8,9.0,5.8,5.1,4.2,6.1,5.5,4.9,4.4,0.816,0.007,0.129,0.012,0.009,,0.026,16.2,20.7,50.3,60999.0,11.2
IL,2020-02-27,2,0,0,0,-20,-11,-23,-23,6.0,4.0,4.0,2.0,2.0,0.0,Trade Transportation and Utilities,1206.2,No,No,No,62992.0,AllD,5.0,D,29.1,49.6,6124144.0,4476231.0,73.1,486708.0,7.9,578636.0,9.4,182578.0,3.0,109262.0,1.8,290729.0,4.7,29.0,63.40785708,15.0,45.77912679,44.44444444,100.0,45.77912679,18.0,26.57,8.25,0.310500565,1.0,44.44444444,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897124000000.0,12671821,55518.93,228.2432496,3.5,3.4,4.2,17.2,15.3,14.5,11.5,11.0,10.4,7.4,6.9,7.6,0.609,0.136,0.176,0.056,0.001,0.001,0.022,16.1,18.3,49.1,69187.0,11.5
IN,2020-02-27,0,0,0,0,-20,-8,-27,-27,7.0,3.0,0.0,6.0,-1.0,1.0,Trade Transportation and Utilities,602,No,No,No,54181.0,MostR,2.0,R,23.0,40.1,3107072.0,2578594.0,83.0,272480.0,8.8,31522.0,1.0,64980.0,2.1,42893.0,1.4,116603.0,3.8,23.6,38.11528584,29.0,17.12363528,30.55555556,66.66666667,17.12363528,34.0,24.03,7.25,0.301706201,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377104000000.0,6732219,35826.11,187.913759,3.1,3.1,3.0,17.5,12.3,11.1,7.9,6.4,6.3,5.5,5.1,4.3,0.786,0.092,0.072,0.024,0.002,,0.023,16.1,19.3,49.3,57603.0,11.9
KS,2020-02-27,0,0,0,0,-20,-14,nan,-32,8.0,0.0,19.0,4.0,2.0,-1.0,Trade Transportation and Utilities,268.2,No,No,No,56422.0,AllR,1.0,R,19.7,42.4,1422992.0,1169866.0,82.2,129959.0,9.1,6898.0,0.5,33452.0,2.4,19435.0,1.4,63382.0,4.5,19.3,23.47473419,41.0,14.86864702,22.22222222,33.33333333,14.86864702,41.0,24.47,7.25,0.296281161,0.0,22.22222222,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173143000000.0,2913314,81758.72,35.63306764,3.1,3.1,2.8,11.9,10.0,7.5,7.2,6.9,5.9,5.0,5.1,3.8,0.757,0.055,0.122,0.028,0.006,,0.032,16.4,20.1,49.6,62087.0,11.4
KY,2020-02-27,0,0,0,0,-20,-8,-28,-28,9.0,6.0,-2.0,2.0,-1.0,0.0,Trade Transportation and Utilities,400.8,No,No,No,48375.0,AllR,1.0,R,23.5,47.5,1929677.0,1584648.0,82.1,184705.0,9.6,20400.0,1.1,42943.0,2.2,27279.0,1.4,69702.0,3.6,23.3,36.45567048,30.0,17.70034476,30.55555556,61.11111111,17.70034476,32.0,23.92,7.25,0.303093645,0.0,30.55555556,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214671000000.0,4467673,39486.34,113.1447736,4.3,4.2,5.2,16.6,10.9,4.4,4.5,7.5,5.6,7.3,5.7,6.0,0.845,0.08,0.037,0.016,0.001,,0.02,16.9,18.5,49.2,52295.0,16.3
